18:06:48.896 WindowManager                  trimMemory level: 15
18:07:55.853                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776594959720 для URI: content://media/external/images/media/265584
18:07:55.853                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265584
18:07:55.854                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:55.854                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265584
18:07:55.855                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265583 -> true
18:07:56.309 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265583
18:07:56.309                                provider != null. Start to getTypeAsync:content://media/external/images/media/265583
18:07:56.549 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:56.549 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265583
18:07:56.549                                provider != null. Start to getTypeAsync:content://media/external/images/media/265583
18:07:56.559 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776594939009 для URI: content://media/external/images/media/265583
18:07:56.560                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265583
18:07:56.560                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:56.560                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265583
18:07:56.862 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265582
18:07:56.862                                provider != null. Start to getTypeAsync:content://media/external/images/media/265582
18:07:57.132                                provider != null. Start to getTypeAsync:content://media/external/images/media/265582
18:07:57.133 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:57.133 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265582
18:07:57.475 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776594924586 для URI: content://media/external/images/media/265582
18:07:57.475                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265582
18:07:57.475                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:57.940                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776594924586 для URI: content://media/external/images/media/265582
18:07:57.941                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265582
18:07:57.941                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:07:57.942                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265582
18:07:57.945                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265581 -> true
18:07:58.612 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265581
18:07:58.614                                provider != null. Start to getTypeAsync:content://media/external/images/media/265581
18:07:58.993 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:07:58.993 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265581
18:07:58.993                                provider != null. Start to getTypeAsync:content://media/external/images/media/265581
18:07:59.073 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776594908753 для URI: content://media/external/images/media/265581
18:07:59.073                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265581
